Species,BP,ID,Tank,Rep_tank,Treatment,Rate,Time_load,Time_start,Time_end,Acc_time,Acc_time_min,Trial_time,Trial_time_h,CTmax,Date,Age,M1,M2,M3,SL,BW,logBW,BW_centred_all,Mean_BW,CI,Protein,CS,CS_date,LDH,LDH_date
A.melanopus,AM5,C3_14_Control_09,30A,A,30,Control,6:41:00,8:30:00,0:17:00,1:49:00,109,15:47:00,15.78,,28-Sep-17,14,6.551,6.613,6.619,6.59,1.68,0.225309282,-6.971677714,,0.005870202,1.161070719,0.469615,1-May-18,32.543691,1-May-18
A.melanopus,AM5,C3_14_Control_10,28B,B,28,Control,7:40:00,8:30:00,0:17:00,0:50:00,50,15:47:00,15.78,,28-Sep-17,14,6.111,6.099,6.106,6.11,1.41,0.149219113,-7.241677714,,0.006181523,0.968402559,0.468356,16-Apr-18,57.93534,16-Apr-18
A.melanopus,AM5,C3_14_Control_11,30B,B,30,Control,7:13:00,8:30:00,0:17:00,1:17:00,77,15:47:00,15.78,,28-Sep-17,14,6.467,6.403,6.319,6.4,2.07,0.315970345,-6.581677714,,0.007896423,1.299268154,0.578809,18-Apr-18,37.140223,18-Apr-18
A.melanopus,AM5,C3_14_Control_12,28B,B,28,Control,7:39:00,8:30:00,0:17:00,0:51:00,51,15:47:00,15.78,,28-Sep-17,14,6.462,6.449,6.371,6.43,2.28,0.357934847,-6.371677714,,0.008576339,1.448854146,0.522039,17-Apr-18,35.051884,17-Apr-18
A.melanopus,AM5,C3_21_0.5_01,28B,B,28,0.5,7:39:00,8:15:00,0:08:00,0:36:00,36,15:53:00,15.88,36.5,5-Oct-17,21,,,,7,4.29,0.632457292,-4.361677714,,0.012507289,,,,,
A.melanopus,AM5,C3_21_0.5_02,28B,B,28,0.5,7:39:00,8:15:00,21:37:00,0:36:00,36,13:22:00,13.37,35.34,5-Oct-17,21,,,,6.3,2.44,0.387389826,-6.211677714,,0.009758165,1.450147843,0.50841,17-Apr-18,29.133995,17-Apr-18
A.melanopus,AM5,C3_21_0.5_03,30A,A,30,0.5,6:34:00,8:15:00,0:09:00,1:41:00,101,15:54:00,15.9,36.33,5-Oct-17,21,,,,6.3,2.52,0.401400541,-6.131677714,,0.010078105,1.613619413,0.412095,16-Apr-18,50.003954,16-Apr-18
A.melanopus,AM5,C3_21_0.5_04,28A,A,28,0.5,7:21:00,8:15:00,21:53:00,0:54:00,54,13:38:00,13.63,35.36,5-Oct-17,21,,,,6.2,2.39,0.378397901,-6.261677714,,0.010028196,1.347603589,0.477104,16-Apr-18,43.581667,16-Apr-18
A.melanopus,AM5,C3_21_0.5_05,30B,B,30,0.5,6:59:00,8:15:00,23:23:00,1:16:00,76,15:08:00,15.13,36,5-Oct-17,21,,,,7.1,3.72,0.57054294,-4.931677714,,0.010393645,,,,,
A.melanopus,AM5,C3_21_0.5_06,30B,B,30,0.5,6:58:00,8:15:00,0:37:00,1:17:00,77,16:22:00,16.37,36.45,5-Oct-17,21,,,,7.4,4.17,0.620136055,-4.481677714,,0.010290605,,,,,
A.melanopus,AM5,C3_21_0.5_07,30A,A,30,0.5,6:33:00,8:15:00,0:11:00,1:42:00,102,15:56:00,15.93,36.22,5-Oct-17,21,,,,7.1,3.32,0.521138084,-5.331677714,,0.009276049,1.568919219,0.55452,18-Apr-18,62.136855,18-Apr-18
A.melanopus,AM5,C3_21_0.5_08,30B,B,30,0.5,7:00:00,8:15:00,23:53:00,1:15:00,75,15:38:00,15.63,36.22,5-Oct-17,21,,,,5.9,2.73,0.436162647,-5.921677714,,0.013292498,2.006066716,0.384146,16-Apr-18,29.288168,16-Apr-18
A.melanopus,AM5,C3_21_0.5_09,28A,A,28,0.5,7:20:00,8:15:00,0:13:00,0:55:00,55,15:58:00,15.97,36.18,5-Oct-17,21,,,,7.2,3.14,0.496929648,-5.511677714,,0.008412637,1.595484401,0.475012,16-Apr-18,62.030797,16-Apr-18
A.melanopus,AM5,C3_21_0.5_10,28B,B,28,0.5,7:37:00,8:15:00,23:38:00,0:38:00,38,15:23:00,15.38,36.21,5-Oct-17,21,,,,6,2.52,0.401400541,-6.131677714,,0.011666667,1.540995975,0.418428,17-Apr-18,27.551722,17-Apr-18
A.melanopus,AM5,C3_21_0.5_11,28A,A,28,0.5,7:18:00,8:15:00,23:39:00,0:57:00,57,15:24:00,15.4,36.16,5-Oct-17,21,,,,6,2.64,0.421603927,-6.011677714,,0.012222222,,,,,
A.melanopus,AM5,C3_21_0.5_12,30A,A,30,0.5,6:36:00,8:15:00,0:15:00,1:39:00,99,16:00:00,16,36.18,5-Oct-17,21,,,,6.7,3.47,0.540329475,-5.181677714,,0.011537323,,,,,
A.melanopus,AM5,C3_21_1.0_01,30A,A,30,1,6:38:00,8:15:00,16:36:00,1:37:00,97,8:21:00,8.35,36.98,5-Oct-17,21,,,,6.2,2.74,0.437750563,-5.911677714,,0.011496761,1.646913977,0.450756,20-Apr-18,39.504207,20-Apr-18
A.melanopus,AM5,C3_21_1.0_02,30B,B,30,1,7:04:00,8:15:00,16:39:00,1:11:00,71,8:24:00,8.4,36.65,5-Oct-17,21,,,,7.5,6.01,0.778874472,-2.641677714,,0.014245926,2.448554691,0.299646,16-Apr-18,24.959687,16-Apr-18
A.melanopus,AM5,C3_21_1.0_03,28B,B,28,1,7:42:00,8:15:00,16:21:00,0:33:00,33,8:06:00,8.1,36.6,5-Oct-17,21,,,,6.5,3.43,0.53529412,-5.221677714,,0.012489759,1.973124639,0.422133,17-Apr-18,32.197843,17-Apr-18
A.melanopus,AM5,C3_21_1.0_04,28B,B,28,1,7:41:00,8:15:00,16:41:00,0:34:00,34,8:26:00,8.43,36.86,5-Oct-17,21,,,,6.3,2.93,0.46686762,-5.721677714,,0.011717797,1.576418972,0.610394,18-Apr-18,66.883519,18-Apr-18
A.melanopus,AM5,C3_21_1.0_05,28A,A,28,1,7:26:00,8:15:00,15:53:00,0:49:00,49,7:38:00,7.63,35.99,5-Oct-17,21,,,,6.1,2.87,0.457881897,-5.781677714,,0.01264423,1.427669495,0.668009,16-Apr-18,46.471773,16-Apr-18
A.melanopus,AM5,C3_21_1.0_06,28A,A,28,1,7:24:00,8:15:00,15:52:00,0:51:00,51,7:37:00,7.62,35.86,5-Oct-17,21,,,,6.1,2.51,0.399673721,-6.141677714,,0.011058194,1.451265665,0.635353,18-Apr-18,54.467672,18-Apr-18
A.melanopus,AM5,C3_21_1.0_07,28A,A,28,1,7:25:00,8:15:00,16:22:00,0:50:00,50,8:07:00,8.12,36.48,5-Oct-17,21,,,,6.5,4.33,0.636487896,-4.321677714,,0.015766955,2.110528821,0.426246,17-Apr-18,26.562133,17-Apr-18
A.melanopus,AM5,C3_21_1.0_08,28B,B,28,1,7:41:00,8:15:00,16:06:00,0:34:00,34,7:51:00,7.85,36.41,5-Oct-17,21,,,,6.2,4.31,0.63447727,-4.341677714,,0.018084321,1.812203198,0.450768,16-Apr-18,46.374023,16-Apr-18
A.melanopus,AM5,C3_21_1.0_09,30B,B,30,1,7:04:00,8:15:00,15:01:00,1:11:00,71,6:46:00,6.77,35.29,5-Oct-17,21,,,,7,3.37,0.527629901,-5.281677714,,0.009825073,1.246410954,0.686331,18-Apr-18,56.882913,18-Apr-18
A.melanopus,AM5,C3_21_1.0_10,30A,A,30,1,6:39:00,8:15:00,16:43:00,1:36:00,96,8:28:00,8.47,36.27,5-Oct-17,21,,,,6.3,3.17,0.501059262,-5.481677714,,0.012677617,2.131532922,0.365658,18-Apr-18,45.321565,18-Apr-18
A.melanopus,AM5,C3_21_1.0_11,30B,B,30,1,7:01:00,8:15:00,16:23:00,1:14:00,74,8:08:00,8.13,36.47,5-Oct-17,21,,,,6.5,3.22,0.507855872,-5.431677714,,0.01172508,2.042365649,0.390006,16-Apr-18,41.703837,16-Apr-18
A.melanopus,AM5,C3_21_1.0_12,30A,A,30,1,6:37:00,8:15:00,13:51:00,1:38:00,98,5:36:00,5.6,35.77,5-Oct-17,21,,,,6.1,1.88,0.274157849,-6.771677714,,0.008282632,1.163810515,0.464996,20-Apr-18,55.747187,20-Apr-18
A.melanopus,AM5,C3_21_5.0_01,28B,B,28,5,7:45:00,8:15:00,10:07:00,0:30:00,30,1:52:00,1.87,37.64,5-Oct-17,21,,,,,3.04,0.482873584,-5.611677714,,,1.84,0.486152,16-Apr-18,5.869607,16-Apr-18
A.melanopus,AM5,C3_21_5.0_02,28A,A,28,5,7:28:00,8:15:00,10:07:00,0:47:00,47,1:52:00,1.87,37.94,5-Oct-17,21,,,,,3.42,0.534026106,-5.231677714,,,1.945016699,0.368688,16-Apr-18,5.633505,16-Apr-18
A.melanopus,AM5,C3_21_5.0_03,28B,B,28,5,7:45:00,8:15:00,10:27:00,0:30:00,30,2:12:00,2.2,37.99,5-Oct-17,21,,,,,5.39,0.731588765,-3.261677714,,,2.37309419,0.524394,16-Apr-18,9.647651,16-Apr-18
A.melanopus,AM5,C3_21_5.0_04,30A,A,30,5,6:41:00,8:15:00,10:07:00,1:34:00,94,1:52:00,1.87,37.96,5-Oct-17,21,,,,,2.81,0.44870632,-5.841677714,,,1.577883346,0.428095,17-Apr-18,4.261457,17-Apr-18
A.melanopus,AM5,C3_21_5.0_05,30A,A,30,5,6:42:00,8:15:00,10:07:00,1:33:00,93,1:52:00,1.87,37.77,5-Oct-17,21,,,,,2.37,0.374748346,-6.281677714,,,1.122561131,0.772257,18-Apr-18,8.251743,18-Apr-18
A.melanopus,AM5,C3_21_5.0_06,30B,B,30,5,7:05:00,8:15:00,10:07:00,1:10:00,70,1:52:00,1.87,37.7,5-Oct-17,21,,,,,5.28,0.722633923,-3.371677714,,,2.404962448,0.481022,20-Apr-18,70.458669,20-Apr-18
A.melanopus,AM5,C3_21_5.0_07,30A,A,30,5,6:43:00,8:15:00,10:08:00,1:32:00,92,1:53:00,1.88,37.8,5-Oct-17,21,,,,,2.47,0.392696953,-6.181677714,,,1.420311317,0.527623,20-Apr-18,54.462805,20-Apr-18
A.melanopus,AM5,C3_21_5.0_08,28A,A,28,5,7:28:00,8:15:00,10:08:00,0:47:00,47,1:53:00,1.88,37.64,5-Oct-17,21,,,,,2.96,0.471291711,-5.691677714,,,1.444549868,0.690087,20-Apr-18,90.193763,20-Apr-18
A.melanopus,AM5,C3_21_5.0_09,28B,B,28,5,7:44:00,8:15:00,10:09:00,0:31:00,31,1:54:00,1.9,37.66,5-Oct-17,21,,,,,3.54,0.549003262,-5.111677714,,,1.948152893,0.436959,17-Apr-18,5.296095,17-Apr-18
A.melanopus,AM5,C3_21_5.0_10,30B,B,30,5,7:07:00,8:15:00,10:09:00,1:08:00,68,1:54:00,1.9,37.77,5-Oct-17,21,,,,,3.06,0.485721426,-5.591677714,,,1.632128723,0.558749,18-Apr-18,7.431845,18-Apr-18
A.melanopus,AM5,C3_21_5.0_11,28A,A,28,5,7:27:00,8:15:00,10:09:00,0:48:00,48,1:54:00,1.9,37.73,5-Oct-17,21,,,,,4.75,0.67669361,-3.901677714,,,1.719899134,0.528059,20-Apr-18,11.597659,20-Apr-18
A.melanopus,AM5,C3_21_5.0_12,30B,B,30,5,7:07:00,8:15:00,10:09:00,1:08:00,68,1:54:00,1.9,37.83,5-Oct-17,21,,,,,4.31,0.63447727,-4.341677714,,,2.380922999,0.419486,16-Apr-18,5.505998,17-Apr-18
A.melanopus,AM5,C3_21_Control_01,28B,B,28,Control,7:35:00,8:15:00,0:37:00,0:40:00,40,16:22:00,16.37,,5-Oct-17,21,,,,7.4,4.08,0.610660163,-4.571677714,,0.010068505,2.033877306,0.433996,17-Apr-18,28.33785,17-Apr-18
A.melanopus,AM5,C3_21_Control_02,30B,B,30,Control,6:53:00,8:15:00,0:37:00,1:22:00,82,16:22:00,16.37,,5-Oct-17,21,,,,7.8,4.8,0.681241237,-3.851677714,,0.010114803,2.438881624,0.318823,16-Apr-18,27.591774,16-Apr-18
A.melanopus,AM5,C3_21_Control_03,28A,A,28,Control,7:16:00,8:15:00,0:37:00,0:59:00,59,16:22:00,16.37,,5-Oct-17,21,,,,6.4,2.19,0.340444115,-6.461677714,,0.008354187,1.441923653,0.483203,16-Apr-18,44.156742,16-Apr-18
A.melanopus,AM5,C3_21_Control_04,30A,A,30,Control,6:25:00,8:15:00,0:37:00,1:50:00,110,16:22:00,16.37,,5-Oct-17,21,,,,7,3.09,0.489958479,-5.561677714,,0.009008746,,,,,
A.melanopus,AM5,C3_21_Control_05,30B,B,30,Control,6:52:00,8:15:00,0:37:00,1:23:00,83,16:22:00,16.37,,5-Oct-17,21,,,,6.2,3.11,0.492760389,-5.541677714,,0.013049243,,,,,
A.melanopus,AM5,C3_21_Control_06,28A,A,28,Control,7:15:00,8:15:00,0:37:00,1:00:00,60,16:22:00,16.37,,5-Oct-17,21,,,,6.5,3.35,0.525044807,-5.301677714,,0.012198452,1.886583154,0.45439,17-Apr-18,34.915004,17-Apr-18
A.melanopus,AM5,C3_21_Control_07,30B,B,30,Control,6:53:00,8:15:00,0:37:00,1:22:00,82,16:22:00,16.37,,5-Oct-17,21,,,,7.5,3.96,0.597695186,-4.691677714,,0.009386667,,,,,
A.melanopus,AM5,C3_21_Control_08,28B,B,28,Control,7:33:00,8:15:00,0:37:00,0:42:00,42,16:22:00,16.37,,5-Oct-17,21,,,,5.7,1.83,0.26245109,-6.821677714,,0.009881583,,,,,
A.melanopus,AM5,C3_21_Control_09,30A,A,30,Control,6:24:00,8:15:00,0:37:00,1:51:00,111,16:22:00,16.37,,5-Oct-17,21,,,,6.5,2.84,0.45331834,-5.811677714,,0.010341375,1.38207641,0.521627,16-Apr-18,50.474034,16-Apr-18
A.melanopus,AM5,C3_21_Control_10,30A,A,30,Control,6:30:00,8:15:00,0:37:00,1:45:00,105,16:22:00,16.37,,5-Oct-17,21,,,,7.1,2.98,0.474216264,-5.671677714,,0.008326092,2.340854562,0.330441,16-Apr-18,28.876942,16-Apr-18
A.melanopus,AM5,C3_21_Control_11,28A,A,28,Control,7:17:00,8:15:00,0:37:00,0:58:00,58,16:22:00,16.37,,5-Oct-17,21,,,,7,3.18,0.50242712,-5.471677714,,0.009271137,,,,,
A.melanopus,AM5,C3_21_Control_12,28B,B,28,Control,7:35:00,8:15:00,0:37:00,0:40:00,40,16:22:00,16.37,,5-Oct-17,21,,,,6,2.24,0.350248018,-6.411677714,,0.01037037,1.300174925,0.48061,18-Apr-18,46.509923,18-Apr-18
A.poly,AP2,AP2_07_Control_01,28A,A,28,Control,6:46:00,7:30:00,0:00:00,0:44:00,44,16:30:00,16.5,,28-Dec-17,7,9.408,9.332,9.357,9.37,3.85,0.58546073,-4.801677714,,0.004679958,2.216829981,0.324944,28-Mar-18,16.647594,28-Mar-18
A.poly,AP2,AP2_07_Control_02,30A,A,30,Control,6:07:00,7:30:00,0:00:00,1:23:00,83,16:30:00,16.5,,28-Dec-17,7,9.271,9.251,9.305,9.28,3.8,0.579783597,-4.851677714,,0.004754881,4.091725119,0.185753,28-Mar-18,11.986993,28-Mar-18
A.poly,AP2,AP2_07_Control_03,30A,A,30,Control,6:08:00,7:30:00,0:00:00,1:22:00,82,16:30:00,16.5,,28-Dec-17,7,9.939,9.825,9.867,9.88,,,,,,,,,,
A.poly,AP2,AP2_07_Control_04,30B,B,30,Control,6:22:00,7:30:00,0:00:00,1:08:00,68,16:30:00,16.5,,28-Dec-17,7,9.941,9.994,9.933,9.96,,,,,,,,,,
A.poly,AP2,AP2_07_Control_05,30B,B,30,Control,6:24:00,7:30:00,0:00:00,1:06:00,66,16:30:00,16.5,,28-Dec-17,7,10.341,10.253,10.288,10.29,,,,,,,,,,
A.poly,AP2,AP2_07_Control_06,28B,B,28,Control,7:01:00,7:30:00,0:00:00,0:29:00,29,16:30:00,16.5,,28-Dec-17,7,9.436,9.454,9.446,9.45,4.17,0.620136055,-4.481677714,,0.004941293,2.838030462,0.287198,29-Mar-18,11.172524,29-Mar-18
A.poly,AP2,AP2_07_Control_07,28A,A,28,Control,6:46:00,7:30:00,0:00:00,0:44:00,44,16:30:00,16.5,,28-Dec-17,7,9.632,9.644,9.618,9.63,,,,,,,,,,
A.poly,AP2,AP2_07_Control_08,28B,B,28,Control,7:03:00,7:30:00,0:00:00,0:27:00,27,16:30:00,16.5,,28-Dec-17,7,9.358,9.285,9.271,9.3,3.91,0.592176757,-4.741677714,,0.004861026,2.865118485,0.267677,28-Mar-18,36.021099,28-Mar-18
A.poly,AP2,AP2_07_Control_09,28B,B,28,Control,7:02:00,7:30:00,0:00:00,0:28:00,28,16:30:00,16.5,,28-Dec-17,7,9.758,9.725,9.724,9.74,4.44,0.64738297,-4.211677714,,0.004805141,2.995435304,0.313589,29-Mar-18,10.599477,29-Mar-18
A.poly,AP2,AP2_07_Control_10,30B,B,30,Control,6:25:00,7:30:00,0:00:00,1:05:00,65,16:30:00,16.5,,28-Dec-17,7,9.747,9.693,9.763,9.73,4.66,0.668385917,-3.991677714,,0.005058799,3.774684091,0.271716,9-Apr-18,8.971112,9-Mar-18
A.poly,AP2,AP2_07_Control_11,28A,A,28,Control,6:47:00,7:30:00,0:00:00,0:43:00,43,16:30:00,16.5,,28-Dec-17,7,9.448,9.367,9.342,9.39,4.06,0.608526034,-4.591677714,,0.004903761,2.193998123,0.481703,29-Mar-18,15.325038,29-Mar-18
A.poly,AP2,AP2_07_Control_12,30A,A,30,Control,6:06:00,7:30:00,0:00:00,1:24:00,84,16:30:00,16.5,,28-Dec-17,7,9.678,9.624,9.652,9.65,5.02,0.700703717,-3.631677714,,0.005586268,4.812228535,0.189376,9-Apr-18,9.453949,9-Mar-18
A.poly,AP2,AP2_07_0.5_01,28B,B,28,0.5,7:04:00,7:30:00,23:15:00,0:26:00,26,15:45:00,15.75,36.26,28-Dec-17,7,9.243,9.236,9.255,9.24,4.41,0.644438589,-4.241677714,,0.00559014,2.37,0.292,29-Mar-18,123.19059,29-Mar-18
A.poly,AP2,AP2_07_0.5_02,30B,B,30,0.5,6:30:00,7:30:00,23:30:00,1:00:00,60,16:00:00,16,36.55,28-Dec-17,7,9.286,9.283,9.215,9.26,5.09,0.706717782,-3.561677714,,0.006410395,3.80433115,0.209218,10-Apr-18,16.37258,10-Apr-18
A.poly,AP2,AP2_07_0.5_03,30B,B,30,0.5,6:31:00,7:30:00,23:30:00,0:59:00,59,16:00:00,16,36.39,28-Dec-17,7,9.283,9.377,9.354,9.34,4.76,0.677606953,-3.891677714,,0.005842064,2.259235792,0.392021,29-Mar-18,8.312976,29-Mar-18
A.poly,AP2,AP2_07_0.5_04,28B,B,28,0.5,7:07:00,7:30:00,23:30:00,0:23:00,23,16:00:00,16,36.42,28-Dec-17,7,9.389,9.425,9.313,9.38,4.9,0.69019608,-3.751677714,,0.00593728,2.183559593,0.380682,9-Apr-18,15.291047,9-Mar-18
A.poly,AP2,AP2_07_0.5_05,30A,A,30,0.5,6:09:00,7:30:00,23:00:00,1:21:00,81,15:30:00,15.5,36.22,28-Dec-17,7,8.874,8.918,8.853,8.88,4.72,0.673941999,-3.931677714,,0.006740671,3.634074452,0.204756,28-Mar-18,17.068451,28-Mar-18
A.poly,AP2,AP2_07_0.5_06,30A,A,30,0.5,6:11:00,7:30:00,23:00:00,1:19:00,79,15:30:00,15.5,36.27,28-Dec-17,7,9.753,9.708,9.671,9.71,5.7,0.755874856,-2.951677714,,0.006226115,3.535542519,0.254718,9-Apr-18,10.967353,9-Mar-18
A.poly,AP2,AP2_07_0.5_07,28A,A,28,0.5,6:49:00,7:30:00,23:15:00,0:41:00,41,15:45:00,15.75,36.48,28-Dec-17,7,9.412,9.409,9.406,9.41,4.36,0.639486489,-4.291677714,,0.005232601,2.106382416,0.430541,29-Mar-18,15.023422,29-Mar-18
A.poly,AP2,AP2_07_0.5_08,30B,B,30,0.5,6:26:00,7:30:00,0:00:00,1:04:00,64,16:30:00,16.5,36.72,28-Dec-17,7,9.544,9.656,9.49,9.56,,,,,,,,,,
A.poly,AP2,AP2_07_0.5_09,28A,A,28,0.5,6:49:00,7:30:00,23:00:00,0:41:00,41,15:30:00,15.5,36.36,28-Dec-17,7,8.993,8.93,9.043,8.99,4.66,0.668385917,-3.991677714,,0.006413673,2.458172754,0.349639,29-Mar-18,14.455917,29-Mar-18
A.poly,AP2,AP2_07_0.5_10,30A,A,30,0.5,6:12:00,7:30:00,23:00:00,1:18:00,78,15:30:00,15.5,36.41,28-Dec-17,7,9.55,9.573,9.547,9.56,4.94,0.693726949,-3.711677714,,0.005653967,2.068074249,0.395825,29-Mar-18,13.149232,29-Mar-18
A.poly,AP2,AP2_07_0.5_11,28A,A,28,0.5,6:48:00,7:30:00,23:00:00,0:42:00,42,15:30:00,15.5,36.39,28-Dec-17,7,9.203,9.174,9.188,9.19,,,,,,,,,,
A.poly,AP2,AP2_07_0.5_12,28B,B,28,0.5,7:06:00,7:30:00,23:15:00,0:24:00,24,15:45:00,15.75,36.28,28-Dec-17,7,9.042,9.131,9.099,9.09,4.59,0.661812686,-4.061677714,,0.006111123,4.315042017,0.193704,10-Apr-18,15.170392,10-Apr-18
A.poly,AP2,AP2_07_1.0_01,30B,B,30,1,6:32:00,7:30:00,15:45:00,0:58:00,58,8:15:00,8.25,36.64,28-Dec-17,7,9.099,9.082,9.178,9.12,,,,,,,,,,
A.poly,AP2,AP2_07_1.0_02,28A,A,28,1,6:54:00,7:30:00,15:30:00,0:36:00,36,8:00:00,8,36.5,28-Dec-17,7,8.971,8.988,9.04,9,4.63,0.665580991,-4.021677714,,0.006351166,3.059849626,0.279223,27-Mar-18,10.497007,27-Mar-18
A.poly,AP2,AP2_07_1.0_03,30B,B,30,1,6:35:00,7:30:00,15:45:00,0:55:00,55,8:15:00,8.25,36.58,28-Dec-17,7,8.923,8.859,8.909,8.9,,,,,,,,,,
A.poly,AP2,AP2_07_1.0_04,30A,A,30,1,6:15:00,7:30:00,15:30:00,1:15:00,75,8:00:00,8,36.06,28-Dec-17,7,9.458,9.471,9.434,9.45,,,,,,,,,,
A.poly,AP2,AP2_07_1.0_05,30A,A,30,1,6:14:00,7:30:00,15:45:00,1:16:00,76,8:15:00,8.25,36.69,28-Dec-17,7,9.176,9.279,9.257,9.24,5.7,0.755874856,-2.951677714,,0.007225351,,,,,
A.poly,AP2,AP2_07_1.0_06,28B,B,28,1,7:12:00,7:30:00,15:30:00,0:18:00,18,8:00:00,8,36.02,28-Dec-17,7,9.149,9.158,9.116,9.14,4.44,0.64738297,-4.211677714,,0.005814929,4.085271014,0.186386,10-Apr-18,10.492693,10-Apr-18
A.poly,AP2,AP2_07_1.0_07,28A,A,28,1,6:54:00,7:30:00,15:30:00,0:36:00,36,8:00:00,8,35.9,28-Dec-17,7,8.744,8.699,8.73,8.72,4.21,0.624282096,-4.441677714,,0.006349399,2.473913238,0.333154,9-Apr-18,14.786254,9-Mar-18
A.poly,AP2,AP2_07_1.0_08,30B,B,30,1,6:33:00,7:30:00,15:45:00,0:57:00,57,8:15:00,8.25,36.7,28-Dec-17,7,9.287,9.394,9.283,9.32,5.05,0.703291378,-3.601677714,,0.006237975,3.856311658,0.1837,28-Mar-18,15.230779,28-Mar-18
A.poly,AP2,AP2_07_1.0_09,28B,B,28,1,7:11:00,7:30:00,16:00:00,0:19:00,19,8:30:00,8.5,36.61,28-Dec-17,7,9.089,9.049,9.068,9.07,4.68,0.670245853,-3.971677714,,0.006272259,3.940948837,0.231094,27-Mar-18,8.485397,27-Mar-18
A.poly,AP2,AP2_07_1.0_10,30A,A,30,1,6:13:00,7:30:00,15:45:00,1:17:00,77,8:15:00,8.25,36.52,28-Dec-17,7,8.699,8.627,8.658,8.66,4.82,0.683047038,-3.831677714,,0.007421529,3.64707459,0.238839,27-Mar-18,9.182099,27-Mar-18
A.poly,AP2,AP2_07_1.0_11,28B,B,28,1,7:12:00,7:30:00,15:30:00,0:18:00,18,8:00:00,8,36.51,28-Dec-17,7,8.97,8.916,8.894,8.93,4.69,0.671172843,-3.961677714,,0.006585951,2.66138532,0.241548,28-Mar-18,16.978104,28-Mar-18
A.poly,AP2,AP2_07_1.0_12,28A,A,28,1,6:52:00,7:30:00,15:45:00,0:38:00,38,8:15:00,8.25,36.55,28-Dec-17,7,8.894,8.975,8.864,8.91,4.43,0.646403726,-4.221677714,,0.00626283,2.537823397,0.344142,10-Apr-18,16.984684,9-Mar-18
A.poly,AP2,AP2_07_5.0_01,30B,B,30,5,6:40:00,7:30:00,9:30:00,0:50:00,50,2:00:00,2,37.71,28-Dec-17,7,8.839,8.842,8.84,8.84,5.16,0.712649702,-3.491677714,,0.007469524,3.758760765,0.247238,27-Mar-18,8.445058,27-Mar-18
A.poly,AP2,AP2_07_5.0_02,28B,B,28,5,7:14:00,7:30:00,9:30:00,0:16:00,16,2:00:00,2,37.74,28-Dec-17,7,8.762,8.768,8.79,8.77,4.9,0.69019608,-3.751677714,,0.007264359,3.241473672,0.252589,10-Apr-18,13.988019,10-Apr-18
A.poly,AP2,AP2_07_5.0_03,30A,A,30,5,6:19:00,7:30:00,9:30:00,1:11:00,71,2:00:00,2,37.76,28-Dec-17,7,8.62,8.579,8.508,8.57,5.47,0.737987326,-3.181677714,,0.008690502,3.179039715,0.283392,27-Mar-18,10.95695,27-Mar-18
A.poly,AP2,AP2_07_5.0_04,28A,A,28,5,6:57:00,7:30:00,9:30:00,0:33:00,33,2:00:00,2,37.83,28-Dec-17,7,8.658,8.584,8.613,8.62,4.85,0.685741739,-3.801677714,,0.007572163,2.259425436,0.390763,9-Apr-18,14.541566,9-Mar-18
A.poly,AP2,AP2_07_5.0_05,30B,B,30,5,6:42:00,7:30:00,9:30:00,0:48:00,48,2:00:00,2,37.74,28-Dec-17,7,8.876,8.868,8.813,8.85,5.55,0.744292983,-3.101677714,,0.008006877,3.487941778,0.2725,9-Apr-18,9.622101,9-Mar-18
A.poly,AP2,AP2_07_5.0_06,28B,B,28,5,7:15:00,7:30:00,9:30:00,0:15:00,15,2:00:00,2,37.7,28-Dec-17,7,8.558,8.585,8.743,8.63,4.46,0.649334859,-4.191677714,,0.006939089,1.71192209,0.53211,29-Mar-18,18.532622,29-Mar-18
A.poly,AP2,AP2_07_5.0_07,28B,B,28,5,7:16:00,7:30:00,9:15:00,0:14:00,14,1:45:00,1.75,37.17,28-Dec-17,7,8.193,8.244,8.076,8.17,3.94,0.595496222,-4.711677714,,0.00722487,1.957200429,0.428409,10-Apr-18,20.026968,10-Apr-18
A.poly,AP2,AP2_07_5.0_08,28A,A,28,5,6:56:00,7:30:00,9:30:00,0:34:00,34,2:00:00,2,37.93,28-Dec-17,7,8.451,8.449,8.38,8.43,4.05,0.607455023,-4.601677714,,0.006760399,2.569108313,0.307894,10-Apr-18,21.171626,10-Apr-18
A.poly,AP2,AP2_07_5.0_09,30B,B,30,5,6:43:00,7:30:00,9:15:00,0:47:00,47,1:45:00,1.75,37.61,28-Dec-17,7,9.09,8.969,9.027,9.03,5.16,0.712649702,-3.491677714,,0.007007877,2.994103189,0.279797,10-Apr-18,23.738564,10-Apr-18
A.poly,AP2,AP2_07_5.0_10,28A,A,28,5,6:57:00,7:30:00,9:30:00,0:33:00,33,2:00:00,2,37.94,28-Dec-17,7,8.129,8.129,8.184,8.15,4.05,0.607455023,-4.601677714,,0.007481388,2.03975988,0.322937,28-Mar-18,22.471724,28-Mar-18
A.poly,AP2,AP2_07_5.0_11,30A,A,30,5,6:18:00,7:30:00,9:30:00,1:12:00,72,2:00:00,2,37.83,28-Dec-17,7,8.938,8.964,8.974,8.96,5.43,0.73479983,-3.221677714,,0.007548763,3.461570835,0.216924,27-Mar-18,9.468577,27-Mar-18
